X1SEX,X1RACE,X1DUALLANG,X1TXMTH,X1TXMSEM,X1TXMQUINT,X1PAR1EDU,X1PAR2EDU,X1MTHID,X1MTHUTI,X1MTHEFF,X1MTHINT,X1SCHOOLBEL,X1SCHOOLENG,X1STUEDEXPCT,X1PAREDEXPCT,X1FAMINCOME,X1TMCERT,X1LOCALE,X1REGION,S1MREASREQ,S1MREASPAR,S1MREASTCHR,S1MREASCNSL,S1MREASGOOD,S1MREASJOB,S1MREASLIKE,S1MREASENJOY,S1MREASCLG,S1MREASUSE,S1MREASFRND,S1MREASOTH,S1MREASNOT,S1AVID,S1MESA,S1APCALC,S1IBCALC
2,8,1,0.1025,0.235,3,2,2,0.6,1.31,0.1,1.22,0.21,0.9,11,6,5,1,3,2,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,3
2,8,1,1.4904,0.2339,5,5,5,1.19,-0.13,0.1,1.23,0.21,0.29,11,6,7,1,2,3,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,3
1,8,1,1.7523,0.2426,5,7,7,1.16,1.31,1.62,2.08,1.59,0.52,10,10,13,1,1,4,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,3
2,8,1,-0.462,0.1957,2,3,2,0,-0.93,0.1,0.19,1.59,1.39,10,8,8,5,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,3
1,5,2,2.1488,0.2531,5,4,4,0.03,1.31,1.34,1.3,0.55,0.23,6,8,5,1,1,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,3
2,8,1,-0.1869,0.2771,3,2,1,1.76,-0.3,0.51,1.23,0.3,1.39,8,11,1,1,2,2,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,3
1,8,1,2.161,0.2476,5,3,4,1.76,0.67,1.62,2.08,1.34,1.39,8,10,6,1,1,3,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,3
2,5,1,1.396,0.2423,5,4,5,1.19,-0.36,0.95,1.69,1.1,0.1,8,10,5,1,4,4,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,3
2,3,1,1.8285,0.2277,5,5,2,1.19,-0.13,0.9,1.23,-0.44,-0.96,10,10,5,1,2,2,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,3
1,8,1,2.8764,0.356,5,5,4,0.6,-0.13,-0.56,1.22,-0.04,0.23,8,6,4,1,2,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,3
2,3,1,-1.1639,0.3005,1,2,2,0.6,0.9,0.55,1.69,-0.62,1.39,4,4,4,1,4,3,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,3
2,5,3,-0.9609,0.2526,1,1,1,1.19,0.9,1.62,1.34,0.13,-0.47,4,10,2,1,1,4,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,1.268,0.2894,5,4,5,0.6,0.67,0.1,0.49,1.59,0.16,8,8,5,1,2,4,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,3
1,8,1,0.5146,0.2295,4,2,4,1.16,-0.3,1.62,0.55,1.59,1.01,10,10,6,0,2,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,0.4873,0.2495,4,4,2,1.76,1.31,0.94,2.08,1.1,1.39,10,10,5,1,3,2,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,0.123,0.2502,3,2,2,1.16,0.27,0.1,2.08,1.59,1.39,4,11,5,1,3,2,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
1,8,1,2.0791,0.2385,5,4,3,1.76,0.1,1.62,-0.41,0.1,0.1,11,6,4,1,4,2,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,0.8435,0.2407,5,4,4,0.6,0.27,0.95,1.6,1.59,0.23,10,10,9,0,1,3,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
1,3,1,0.0578,0.253,3,2,2,1.16,-0.3,0.95,2.08,1.26,1.01,4,11,3,1,2,3,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
1,8,1,-0.4368,0.3058,2,1,2,1.16,1.31,0.94,0.57,1.59,1.09,6,4,3,1,3,3,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
1,8,1,1.4387,0.215,5,2,2,0.6,1.31,0.55,1.23,1.59,1.01,10,10,5,1,4,3,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
1,8,1,0.8916,0.2496,5,3,4,0.6,0.74,0.94,0.85,-0.04,0.29,8,6,7,1,4,3,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,0.1588,0.2542,4,2,2,0.6,-0.7,0.1,0.17,-0.39,-0.58,8,10,4,1,3,4,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
1,8,1,-0.0553,0.2398,3,2,2,0.6,0.67,0.55,1.23,1,0.48,6,6,2,1,4,2,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
1,5,1,0.755,0.2581,4,2,2,0.6,0.9,1.62,1.69,1.59,0.71,8,8,4,1,3,3,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,0.1921,0.2394,4,2,3,0.6,1.31,0.95,0.49,0.3,-0.32,4,11,5,1,4,3,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
1,5,2,0.3331,0.2451,4,2,2,0,0.34,1.34,0.65,0.49,-0.56,8,6,1,0,2,2,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,-0.6185,0.1995,2,3,4,1.16,1.31,1.23,0.27,0.21,1.39,6,6,3,1,2,2,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,-0.1398,0.251,3,3,2,1.19,0.27,1.23,1.69,1.26,1.39,10,8,4,1,4,2,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
1,8,1,1.19,0.2505,5,4,4,0,-0.3,0.1,0.1,0.45,1.39,8,10,13,1,4,2,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,-0.0981,0.2684,3,2,2,1.76,1.31,1.34,0.85,1.26,0.59,8,6,4,1,4,3,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,3,1.6111,0.2475,5,7,7,1.16,-0.7,1.34,0.66,1.59,1.09,6,10,13,0,1,2,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,1.0959,0.259,5,2,4,1.76,0.9,0.24,0.93,-0.04,1.01,10,10,6,1,1,2,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,1.091,0.2317,5,4,4,0.6,0.27,0.55,1.72,1.59,0.42,10,6,7,1,2,2,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
1,8,1,0.8382,0.2608,5,4,2,1.16,1.31,1.62,0.55,0.78,-0.2,8,8,4,1,2,4,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
1,8,1,-1.3392,0.3447,1,4,3,1.19,0.9,0.51,-1.33,-0.95,-0.26,6,4,5,1,2,4,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,0.2252,0.2449,4,7,5,1.76,-1.1,0.94,0.66,1.26,0.9,10,10,13,1,2,4,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,0.6442,0.2852,4,3,4,1.76,0.27,1.23,0.57,1.59,0.71,10,10,7,5,1,3,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,1.513,0.2364,5,2,4,1.76,0.9,1.62,1.69,1.26,0.71,10,10,13,1,4,3,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,1.3504,0.2402,5,2,2,1.19,0.27,0.55,0.85,-0.04,0.29,10,8,5,1,4,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,1.4783,0.2306,5,3,3,1.76,-0.13,0.77,0.85,1.26,1.09,10,10,5,1,1,2,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,3
1,8,1,2.1828,0.251,5,7,7,1.76,0.9,0.1,1.23,-0.04,0.29,8,6,10,1,2,3,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,1.2693,0.2343,5,4,3,1.76,0.9,1.34,2.08,1.59,0.59,8,6,13,1,4,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,1.5879,0.2302,5,5,5,1.76,0.27,1.62,1.69,1.34,1.39,10,8,13,1,1,2,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,1.8803,0.2305,5,4,4,0.6,-0.7,-0.17,0.19,1.59,0.48,8,6,5,1,2,2,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,0.895,0.2563,5,4,2,1.19,0.27,1.62,0.49,1.59,1.39,8,10,4,1,1,2,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,3
2,8,1,0.9471,0.2387,5,5,2,1.16,-0.3,1.62,0.57,-0.04,-0.96,6,8,5,1,4,2,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,3
2,8,1,1.417,0.2264,5,5,7,1.76,-0.7,1.34,0.85,-0.04,0.18,10,10,8,1,1,4,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,3
2,8,1,1.3287,0.2429,5,4,5,1.19,0.9,-0.17,1.69,1.1,0.67,10,10,8,1,1,2,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,3
1,8,3,1.5287,0.2477,5,4,4,1.76,1.31,1.62,2.08,1.59,1.39,10,10,6,1,1,3,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,3
2,8,1,0.6701,0.2747,4,4,2,0.6,-0.3,0.1,0.93,1.34,0.48,8,10,8,1,3,3,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,3
1,8,1,1.0706,0.2626,5,3,4,1.76,1.31,1.62,2.08,0.45,1.09,10,10,4,1,3,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,3
1,8,1,-0.2144,0.2571,3,2,2,1.16,1.31,1.62,0.85,0.85,1.01,10,8,3,3,4,2,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,3
1,8,3,2.2535,0.2497,5,7,7,1.76,0.9,1.62,0.85,1.34,0.52,10,10,13,1,2,3,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,3
2,8,1,0.7743,0.2371,4,4,2,0.6,0.9,1.62,1.22,0.55,1.39,6,6,8,1,2,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,3
2,8,1,1.3741,0.2225,5,4,5,1.76,0.9,0.94,0.56,-1.08,1.39,8,6,8,1,4,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,3
1,8,1,0.072,0.2493,3,2,2,-1.73,0.9,-1.02,-0.86,-1.93,-1,10,11,3,1,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3
2,8,1,1.8934,0.2342,5,7,4,1.16,-0.93,0.95,1.32,-0.09,0.23,11,11,7,1,2,3,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,3
2,8,1,1.4928,0.2236,5,5,4,0.03,-1.74,0.1,-0.09,0.85,1.39,8,8,7,1,1,3,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,3
2,8,1,0.4784,0.2361,4,4,5,-0.57,-0.3,-1.24,-1.68,0.55,1.01,8,4,7,1,4,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,3
2,8,1,1.0339,0.2256,5,2,3,0.03,0.27,-1.02,-0.36,1.26,0.63,6,6,2,1,3,3,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,3
2,8,1,1.3785,0.2239,5,4,5,0.6,-0.13,0.1,0.19,-0.04,-0.17,8,10,11,1,2,2,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,3
2,8,1,0.9615,0.2731,5,3,2,1.76,1.31,1.62,1.34,1.59,1.39,6,8,4,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,3
2,8,1,0.5869,0.2385,4,3,3,0.03,-1.5,1.62,-0.54,1.34,0.63,8,6,2,1,3,3,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,3
2,8,1,0.2624,0.2561,4,4,4,-0.57,-0.7,-0.56,-1.33,-0.04,1.39,10,10,8,1,2,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,3
1,8,1,2.5055,0.2866,5,5,5,1.19,0.9,1.34,0.85,0.52,0.71,10,10,13,1,1,3,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,3
1,5,1,0.9749,0.2576,5,3,4,1.16,1.31,0.38,-1.33,0.18,-0.14,8,8,13,1,1,3,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,3
2,8,1,-0.1163,0.2593,3,2,2,1.76,-0.7,1.62,0.19,1.34,1.39,8,6,4,1,4,2,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,3
1,8,1,1.4292,0.2264,5,7,7,1.19,-0.3,0.1,0.19,1.34,1.01,10,11,7,1,1,4,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,3
2,8,1,0.9806,0.2947,5,2,4,1.76,1.31,1.62,1.39,0.7,0.9,8,8,6,1,3,3,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,3
2,8,1,-0.3706,0.2715,2,3,2,1.16,1.31,1.34,1.71,1.1,0.71,8,6,5,3,2,2,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,3
2,8,1,0.7247,0.2539,4,4,5,0.6,-0.3,1.62,1.02,0.52,0.67,6,10,9,1,1,3,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,3
1,8,1,1.3759,0.2284,5,3,4,-1.73,0.9,1.62,1.41,1.59,1.39,8,6,5,3,3,3,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,3
2,8,1,-0.1177,0.2461,3,3,2,0,-0.93,0.1,0.19,-0.39,1.01,11,8,6,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
2,8,1,-0.3439,0.3172,2,4,5,0.6,-0.3,0.1,0.19,-0.39,0.96,6,6,7,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3
2,8,1,0.6341,0.2895,4,4,5,0.6,1.31,0.1,0.55,-0.04,1.01,11,6,6,1,4,4,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3
1,8,1,-0.0721,0.2411,3,3,2,1.16,-0.3,1.62,1.12,0.65,0.71,2,4,3,0,2,3,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,3
1,8,1,0.5115,0.2693,4,2,2,1.19,0.34,0.1,2.08,0.1,-0.7,2,6,5,1,2,4,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,3
1,8,1,0.842,0.2798,5,3,4,0,0.9,-1.41,-0.71,1.34,0.16,10,10,7,1,4,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,3
1,8,1,0.0881,0.2307,3,2,3,0.6,0.9,1.21,0.86,1.59,1.09,9,8,3,1,2,2,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,3
2,8,1,-0.6759,0.2269,2,5,2,1.16,0.67,-0.58,0.68,0.67,1.39,8,8,6,1,4,2,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,3
2,8,1,0.8747,0.2749,5,5,4,1.19,-0.3,1.34,0.19,1.59,0.59,8,6,9,1,1,2,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,3
2,3,1,-0.4438,0.2189,2,3,4,1.76,1.31,1.62,2.08,0.85,-0.64,4,10,13,1,1,3,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,3
2,8,1,0.2243,0.2718,4,2,2,0.6,-0.36,-0.58,0.19,0.24,0.25,11,6,5,3,4,4,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,3
1,8,1,0.2485,0.237,4,5,2,-0.57,-0.3,-0.29,0.19,0.98,1.01,8,6,6,0,3,2,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,3
2,8,1,-0.5853,0.2004,2,2,3,0.6,-0.3,-0.56,-1.63,-0.59,0.29,4,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
1,5,1,0.6588,0.2786,4,2,2,0.6,0.5,0.68,-0.36,-0.14,-0.47,7,6,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
1,8,1,-1.1811,0.2927,1,2,2,-1.73,1.31,-1.14,-0.83,0.78,-1.49,11,6,13,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
1,5,1,-0.074,0.2984,3,2,2,0.6,0.27,0.55,-1.81,-1.75,-1.68,6,5,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
2,3,1,0.276,0.2373,4,3,3,-0.53,-3.51,1.34,0.66,0.21,-0.6,6,7,3,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
1,5,3,-0.7496,0.2206,2,3,2,0,0.27,0.1,0.55,1.34,0.14,10,6,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
1,3,3,0.8496,0.2465,5,2,5,0.63,1.31,1.62,0.86,1.59,1.01,10,10,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
1,8,1,0.0466,0.2783,3,4,4,0.03,-1.33,-0.34,0.19,-0.62,0.1,8,8,13,1,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,3
2,8,1,1.3211,0.2318,5,3,2,0.03,-0.93,-0.13,-0.29,1.26,0.33,8,6,5,1,2,3,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,3
2,3,3,1.1707,0.2496,5,4,2,1.16,-0.3,0.51,0.19,0.7,1.01,9,6,6,1,1,4,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,3
2,5,1,0.0582,0.2363,3,2,1,-1.73,0.27,-1.02,0.19,-1.2,-1.3,2,8,4,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
2,8,1,0.6453,0.2571,4,5,2,1.76,1.31,1.62,2.08,1.59,1.01,7,6,6,1,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3
1,8,1,0.4641,0.2353,4,7,7,1.16,0.9,-0.17,-0.18,-0.04,0.59,8,6,8,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3
2,5,2,1.2448,0.2294,5,2,1,1.16,-0.3,1.62,-0.16,0.55,0.52,2,10,1,1,4,3,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,3
1,8,1,-0.093,0.2765,3,3,2,0.6,0.9,0.55,1.69,1.59,0.9,6,8,4,1,2,3,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,3
1,8,1,0.5299,0.2481,4,5,4,1.16,0.9,1.34,1.41,-0.04,-0.14,8,5,7,1,2,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3
2,8,1,1.2984,0.2524,5,3,2,0.6,-0.13,1.62,0.47,0.28,0.52,10,10,3,3,1,3,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3
2,8,1,-1.7656,0.3247,1,4,2,1.16,-0.3,0.1,1.22,1.59,-1.13,8,6,5,1,2,3,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,3
2,5,3,-0.2473,0.2694,3,7,2,1.76,-0.3,1.62,1.6,-2.55,-0.5,10,10,2,0,2,3,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,3
2,8,1,0.1125,0.2361,3,4,4,0,-0.3,-0.58,0.86,0.43,1.01,10,8,5,3,2,4,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,3
2,8,1,-1.9691,0.3544,1,2,2,1.76,1.31,1.62,0.22,0.84,1.39,2,4,3,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
1,3,1,-0.8084,0.2285,2,3,3,0,1.31,0.55,1.72,1.34,0.29,8,10,9,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,3
2,8,1,0.3598,0.2656,4,5,2,1.16,1.31,0.95,1.02,0.65,0.59,10,8,11,1,2,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,3
1,8,1,-0.3916,0.2599,2,3,4,1.16,1.31,0.1,2.08,-0.04,0.71,8,6,7,1,2,4,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,3
1,8,1,-0.0548,0.2675,3,2,2,0.03,-0.3,0.1,0.57,-0.39,1.39,2,2,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3
2,8,1,0.5238,0.2937,4,3,2,-1.13,-0.7,-0.17,0.19,-0.88,-0.32,4,4,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1,8,1,0.0466,0.2466,3,4,4,-0.57,-0.3,0.95,0.14,1.59,0.71,10,6,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1,8,1,-0.1446,0.2702,3,2,2,0.6,-0.7,0.1,0.19,-0.39,0.71,8,8,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
2,8,1,-0.9958,0.2259,1,2,2,0.6,-0.3,0.1,0.19,0.16,0.59,2,4,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1,8,1,-1.4283,0.3064,1,4,2,-0.57,-0.3,-0.61,-0.64,-0.64,-0.58,11,5,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
2,5,1,-0.3379,0.2721,2,2,3,0.6,1.31,-0.85,0.86,1.59,-1.13,10,10,5,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1,8,1,-0.2814,0.188,2,1,2,1.16,0.9,1.62,0.5,0.21,-1.81,11,3,3,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
2,8,1,0.6168,0.2819,4,4,2,0.03,-0.3,0.1,-0.18,-0.39,0.71,6,6,7,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
2,5,3,0.8349,0.2651,5,1,2,-1.73,0.11,0.1,0.19,-0.37,-1.38,6,6,3,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
2,3,1,0.9739,0.2471,5,5,2,1.76,-0.7,0.66,0.19,0.98,1.39,6,8,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3
2,5,2,-0.2077,0.2668,3,2,2,0.6,-1.33,0.1,-0.48,-0.98,-1.14,8,10,4,1,4,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3
1,3,1,-1.737,0.3342,1,5,2,0.63,1.31,0.27,0.66,0.84,-0.32,6,8,3,5,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3
1,5,1,-0.3119,0.2555,2,4,2,-1.73,0.9,-1.68,-1.31,-0.64,0.16,6,6,4,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3
1,8,1,0.2259,0.2355,4,2,4,0.6,0.34,-0.17,-1.03,-0.73,-0.28,6,10,4,3,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3
2,8,1,1.0007,0.2539,5,5,2,0.6,0.27,0.94,1.72,1.59,0.96,11,6,4,1,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3
2,8,1,-0.0214,0.2528,3,5,4,-1.73,-1.9,-2.09,-1.49,0.1,0.41,6,8,5,5,2,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,3
1,3,1,0.4002,0.2508,4,5,5,0.6,-0.7,1.34,1.34,-0.06,1.01,10,6,11,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3
2,8,1,0.2229,0.2375,4,5,5,-0.57,-0.3,-0.56,-0.29,-0.39,0.1,8,6,5,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3
1,3,1,-0.6789,0.2171,2,3,4,-1.13,0.9,-0.17,-0.34,-0.52,1.01,6,8,2,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3
2,8,1,-1.0583,0.2542,1,5,3,-1.73,-0.7,-1.14,-1.68,-0.52,1.39,10,10,2,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3
2,8,1,-1.37,0.2591,1,1,1,-1.16,-0.3,-0.29,-0.71,-1.33,-0.72,6,10,5,1,2,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3
1,8,1,-0.3638,0.2676,2,5,4,0,-0.3,0.1,-1.33,-2.9,-0.05,2,6,3,1,1,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3
1,8,1,0.0331,0.2679,3,3,2,-1.73,-0.7,-1.41,-2.16,-1,-1.13,4,6,2,1,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3
2,8,1,-0.9539,0.2646,1,2,2,0.03,-1.33,-0.3,-0.64,0.1,1.01,10,5,4,1,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3
1,8,1,1.2979,0.2503,5,5,7,-1.73,-1.56,0.1,-1.31,0.3,-0.2,11,10,4,0,2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,3
1,8,1,0.4534,0.245,4,2,4,0.03,-0.3,1.62,0.86,1.1,1.01,6,6,8,2,2,3,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,3
2,3,1,-0.4276,0.2676,2,3,2,1.76,1.31,1.62,-0.97,1.34,-0.88,8,10,2,1,1,3,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,3
2,8,1,-0.6996,0.2499,2,2,2,0,0.9,0.55,0.19,0.78,1.39,8,6,4,3,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,3
1,8,1,-1.0414,0.224,1,2,2,0.03,0.9,0.68,-0.71,1.26,1.09,10,10,2,1,4,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,3
2,8,1,-0.1468,0.2609,3,1,2,-0.57,1.31,-1.68,-0.64,0.21,-0.07,4,6,1,1,2,3,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,3
2,8,1,-0.0325,0.2526,3,2,5,0.6,-0.3,-0.56,0.17,-0.04,1.09,8,10,2,1,4,3,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,3
2,5,1,-0.0711,0.2638,3,4,4,-0.57,0.9,-0.58,-1.01,1,-0.2,10,10,7,1,2,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,3
1,8,1,-0.1354,0.2461,3,3,7,-0.57,-1.4,0.1,0.12,0.21,0.71,6,6,4,1,2,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,3
2,8,1,-0.0483,0.2533,3,4,3,-1.16,-0.7,-1,-1.01,0.77,0.23,8,6,5,1,1,4,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,3
1,8,1,0.8202,0.2682,5,5,4,0.03,0.9,-0.56,-0.29,-0.88,-1,6,11,5,1,2,2,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,2,3
2,8,1,1.0238,0.2313,5,4,4,0.03,1.31,-0.58,-0.66,-0.12,0.1,10,10,5,1,2,4,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,2,3
